ID|FirstName|LastName|AuthorInfo|Quotation|Subject
189|Gilbert  K.|Chesterton|1874-1936, British Author|Variability is one of the virtues of a woman. It avoids the crude requirement of polygamy. So long as you have one good wife you are sure to have a spiritual harem.|Wives
190|Winston|Churchill|1874-1965, British Statesman, Prime Minister|If I was your wife Sir, I'd poison you! Madam, if you were my wife, I'd let you!|Wives
191|Cyril|Connolly|1903-1974, British Critic|The true index of a man's character is the health of his wife.|Wives
192|Edward|Dahlberg|1900-1977, American Author, Critic|The majority of persons choose their wives with as little prudence as they eat. They see a troll with nothing else to recommend her but a pair of thighs and choice hunkers, and so smart to void their seed that they marry her at once. They imagine they can live in marvelous contentment with handsome feet and ambrosial buttocks. Most men are accredited fools shortly after they leave the womb.|Wives
193|Robertson|Davies|1913-, Canadian Novelist, Journalist|Many a promising career has been wrecked by marrying the wrong sort of woman. The right sort of woman can distinguish between Creative Lassitude and plain shiftlessness.|Wives
194|Thomas  Robert|Dewar||The road to success is filled with women pushing their husbands along.|Wives
195|Charles|Dickens|1812-1870, British Novelist|It's my old girl that advises. She has the head. But I never own to it before her. Discipline must be maintained.|Wives
196|Marlene|Dietrich|1904-1992, German-born American Film Actor|A man would prefer to come home to an unmade bed and a happy woman than to a neatly made bed and an angry woman.|Wives
197|Kirk|Douglas|1916-, American Actor|If you want to know about a man you can find out an awful lot by looking at who he married.|Wives
198|John|Dryden|1631-1700, British Poet, Dramatist, Critic|Nature meant me a wife, a silly harmless household Dove, fond without art; and kind without deceit.|Wives
199|Andrea|Dworkin|1946-, American Feminist Critic|The argument between wives and whores is an old one; each one thinking that whatever she is, at least she is not the other.|Wives
200|Prince  Philip,|Duke of Edinburgh|1921-, The husband of Queen Elizabeth II of the United Kingdom|I don't think a prostitute is more moral than a wife, but they are doing the same thing.|Wives
201|Prince  Philip,|Duke of Edinburgh|1921-, The husband of Queen Elizabeth II of the United Kingdom|When a man opens the car door for his wife, it's either a new car or a new wife.|Wives
202|George|Eliot|1819-1880, British Novelist|That's what a man wants in a wife, mostly; he wants to make sure one fool tells him he's wise.|Wives
203|Ralph  Waldo|Emerson|1803-1882, American Poet, Essayist|A man's wife has more power over him than the state has.|Wives
204|Benjamin|Franklin|1706-1790, American Scientist, Publisher, Diplomat|Never take a wife till thou hast a house (and a fire) to put her in.|Wives
205|Thomas|Fuller|1608-1661, British Clergyman, Author|Choose a wife by your ear than your eye.|Wives
206|Thomas|Fuller|1608-1661, British Clergyman, Author|He knows little, who will tell his wife all he knows.|Wives
207|Oliver|Goldsmith|1728-1774, Anglo-Irish Author, Poet, Playwright|I... chose my wife as she did her wedding-gown, not for a fine glossy surface, but such qualities as would wear well.|Wives
208|Alexander|Hamilton|1757-1804,  American  Statesman|Such a wife as I want... must be young, handsome I lay most stress upon a good shape, sensible a little learning will do, well-bread, chaste, and tender. As to religion, a moderate stock will satisfy me. She must believe in God and hate a saint.|Wives
209|Henrik|Ibsen|1828-1906, Norwegian Dramatist|In that second it dawned on me that I had been living here for eight years with a strange man and had borne him three children.|Wives
210|Henrik|Ibsen|1828-1906, Norwegian Dramatist|In your power, all the same. Subject to your will and your demands. No longer free! No! That's a thought I'll never endure! Never.|Wives
211|Samuel|Johnson|1709-1784, British Author|A man is in general better pleased when he has a good dinner upon his table, than when his wife talks Greek.|Wives
212|Groucho|Marx|1895-1977, American Comic Actor|Wives are people who feel they don't dance enough.|Wives
213|John|Milton|1608-1674, British Poet|Those graceful acts, those thousand decencies, that daily flow from all her words and actions, mixed with love and sweet compliance, which declare unfeigned union of mind, or in us both one soul.|Wives
214|Thomas|Moore|1779-1852, Irish Poet|A pretty wife is something for the fastidious vanity of a roué to retire upon.|Wives
215|Ogden|Nash|1902-1971, American Humorous Poet|If you are really Master of your Fate, it shouldn't make any difference to you whether Cleopatra or the Bearded Lady is your mate.|Wives
216||Proverb||A good wife and health is a mans best wealth.|Wives
217|Czech.|Proverb|Sayings of Czech Origin|Do not choose your wife at a dance, but in the field among the harvesters.|Wives
218|Irish|Proverb|Sayings of Irish Origin|Marry a mountain girl and you marry the whole mountain.|Wives
219|Earl|Rochester|1647-1680, British Courtier, Poet|The clog of all pleasure, the luggage of life, is the best can be said for a very good wife.|Wives
220|Helen|Rowland|1875-1950, American Journalist|No girl who is going to marry need bother to win a college degree; she just naturally becomes a ''Master of Arts'' and a ''Doctor of Philosophy'' after catering to an ordinary man for a few years.|Wives
221|George|Santayana|1863-1952, American Philosopher, Poet|The philosophy of the common man is an old wife that gives him no pleasure, yet he cannot live without her, and resents any aspersions that strangers may cast on her character.|Wives
222|William|Shakespeare|1564-1616, British Poet, Playwright, Actor|To suckle fools, and chronicle small beer.|Wives
223|George  Bernard|Shaw|1856-1950, Irish-born British Dramatist|This comes of James teaching me to think for myself, and never to hold back out of fear of what other people may think of me. It works beautifully as long as I think the same things as he does.|Wives
224|Stevie|Smith||I'm sorry to say my dear wife is a dreamer, and as she dreams she gets paler and leaner. Then be off to your Dream, with his fly-away hat, I stay with the girls who are happy and fat.|Wives
225|Captain  J.|G. Stedman|1744-1797, British Soldier, Author, Artist|Such indeed is the superior longevity of the fair females of Surinam, compared to that of the males (owing chiefly, as I said, to their excesses of all sorts) that I have frequently known wives who have buried four husbands, but never met a man in this country who had survived two wives.|Wives
226|Booth|Tarkington|1869-1946, American Writer|An ideal wife is any woman who has an ideal husband.|Wives
227|Lord  Alfred|Tennyson|1809-1892, British Poet|He will hold thee, when his passion shall have spent its novel force, something better than his dog, a little dearer than his horse.|Wives
228|Alexis  De|Tocqueville|1805-1859, French Social Philosopher|In America a woman loses her independence for ever in the bonds of matrimony. While there is less constraint on girls there than anywhere else, a wife submits to stricter obligations. For the former, her father's house is a home of freedom and pleasure; for the latter, her husband's is almost a cloister.|Wives
229|Source|Unknown||A perfect wife is one who helps her husband with the dishes.|Wives
230|Source|Unknown||Every mother generally hopes that her daughter will snag a better husband than she managed to do... but she's certain that her boy will never get as great a wife as his father did.|Wives
